0,1
4.4408920985006264e-17,-0.17122788415810047
7.771561172376097e-17,-0.30821019148458084
1.0732155904709848e-16,-0.41779603734576515
1.332267629550188e-16,-0.5054647140347126
1.628327102783563e-16,-0.5755996553858705
1.8503717077085943e-16,-0.6317076084667969
1.924386576016938e-16,-0.676593970931538
1.9984014443252818e-16,-0.7125030609033308
2.0724163126336256e-16,-0.7412303328807651
2.1464311809419693e-16,-0.7642121504627125
2.1834386150961413e-16,-0.7825976045282704
2.1834386150961413e-16,-0.7973059677807168
2.2574534834044853e-16,-0.809072658382674
2.2574534834044853e-16,-0.8184860108642396
2.2574534834044853e-16,-0.8260166928494921
2.294460917558657e-16,-0.8320412384376941
2.331468351712829e-16,-0.8368608749082557
2.405483220021173e-16,-0.840716584084705
2.4424906541753446e-16,-0.8438011514258644
2.4424906541753446e-16,-0.846268805298792
2.405483220021173e-16,-0.848242928397134
2.405483220021173e-16,-0.8498222268758077
2.405483220021173e-16,-0.8510856656587465
2.368475785867001e-16,-0.8520964166850977
2.3314683517128293e-16,-0.8529050175061786
2.3314683517128293e-16,-0.8535518981630433
2.3314683517128293e-16,-0.8540694026885352
2.3314683517128293e-16,-0.8544834063089286
2.3314683517128293e-16,-0.8548146092052433
2.3314683517128293e-16,-0.8550795715222951
2.368475785867001e-16,-0.8552915413759365
2.368475785867001e-16,-0.8554611172588497
2.368475785867001e-16,-0.8555967779651802
2.3314683517128293e-16,-0.8557053065302446
2.2944609175586576e-16,-0.8557921293822961
2.3314683517128293e-16,-0.8558615876639373
2.2574534834044853e-16,-0.8559171542892503
2.3314683517128293e-16,-0.8559616075895007
2.2944609175586576e-16,-0.855997170229701
2.3684757858670016e-16,-0.8560256203418612
2.4424906541753456e-16,-0.8560483804315895
2.4794980883295173e-16,-0.856066588503372
2.4424906541753456e-16,-0.8560811549607981
2.405483220021174e-16,-0.8560928081267389
2.405483220021174e-16,-0.8561021306594916
2.4424906541753456e-16,-0.8561095886856938
2.4794980883295173e-16,-0.8561155551066555
2.4794980883295173e-16,-0.8561203282434249
2.4794980883295173e-16,-0.8561241467528403
2.4794980883295173e-16,-0.8561272015603727
2.4424906541753456e-16,-0.8561296454063986
2.4794980883295173e-16,-0.8561316004832193
2.4424906541753456e-16,-0.8561331645446759
2.4794980883295173e-16,-0.8561344157938412
2.4794980883295173e-16,-0.8561354167931734
2.4794980883295173e-16,-0.8561362175926391
2.4794980883295173e-16,-0.8561368582322118
2.4794980883295173e-16,-0.8561373707438699
2.516505522483689e-16,-0.8561377807531964
2.516505522483689e-16,-0.8561381087606575
2.516505522483689e-16,-0.8561383711666265
2.4794980883295173e-16,-0.8561385810914016
2.4424906541753456e-16,-0.8561387490312218
2.4424906541753456e-16,-0.8561388833830779
2.405483220021174e-16,-0.8561389908645627
2.405483220021174e-16,-0.8561390768497505
2.405483220021174e-16,-0.8561391456379008
2.4424906541753456e-16,-0.8561392006684211
2.4794980883295173e-16,-0.8561392446928373
2.4794980883295173e-16,-0.8561392799123703
2.4794980883295173e-16,-0.8561393080879967
2.516505522483689e-16,-0.8561393306284978
2.4794980883295173e-16,-0.8561393486608987
2.4794980883295173e-16,-0.8561393630868194
2.4424906541753456e-16,-0.856139374627556
2.405483220021174e-16,-0.8561393838601452
2.479498088329518e-16,-0.8561393912462166
2.553512956637862e-16,-0.8561393971550737
2.553512956637862e-16,-0.8561394018821594
2.5905203907920336e-16,-0.856139405663828
2.553512956637862e-16,-0.8561394086891628
2.553512956637862e-16,-0.8561394111094307
2.553512956637862e-16,-0.856139413045645
2.51650552248369e-16,-0.8561394145946164
2.51650552248369e-16,-0.8561394158337936
2.4794980883295183e-16,-0.8561394168251354
2.4794980883295183e-16,-0.8561394176182088
2.4794980883295183e-16,-0.8561394182526675
2.4054832200211743e-16,-0.8561394187602345
2.4054832200211743e-16,-0.856139419166288
2.3684757858670026e-16,-0.8561394194911308
2.331468351712831e-16,-0.856139419751005
2.331468351712831e-16,-0.8561394199589045
2.294460917558659e-16,-0.856139420125224
2.331468351712831e-16,-0.8561394202582797
2.3684757858670026e-16,-0.8561394203647242
2.3684757858670026e-16,-0.8561394204498798
2.3684757858670026e-16,-0.8561394205180043
2.4054832200211743e-16,-0.8561394205725039
2.4054832200211743e-16,-0.8561394206161036
2.4054832200211743e-16,-0.8561394206161036
